name,date,open,high,low,close,volumn
SSC,16-Oct-14,89.5,89.5,89,89,400
SSF,16-Oct-14,8.95,8.95,8.85,8.85,8700
SSI,16-Oct-14,0.34,0.34,0.33,0.33,17846600
SSPF,16-Oct-14,5.25,5.25,5.2,5.2,33000
SSSC,16-Oct-14,48.5,48.5,48.25,48.25,13400
SST,16-Oct-14,29.75,30.75,28,28,9365600
SSTPF,16-Oct-14,9.55,9.55,9.55,9.55,3400
SSTSS,16-Oct-14,9.95,9.95,9.95,9.95,20000
STA,16-Oct-14,13.7,13.8,13.6,13.6,713900
STANLY,16-Oct-14,220,220,217,219,8900
STAR,16-Oct-14,2.36,2.48,2.3,2.34,4428400
STEC,16-Oct-14,25.75,26,25.5,25.75,4673100
STPI,16-Oct-14,20.8,20.8,20.5,20.5,4609700
SUC,16-Oct-14,41.5,41.75,41.5,41.5,53500
SUPER,16-Oct-14,13.6,14.3,13.3,13.9,49333800
SUSCO,16-Oct-14,4,4.06,3.72,3.8,13029700
SUTHA,16-Oct-14,8.95,8.95,8.75,8.8,2220300
SVI,16-Oct-14,5.25,5.3,4.96,4.96,33138100
SVOA,16-Oct-14,1.75,1.85,1.75,1.77,16046700
SWC,16-Oct-14,7.1,7.1,7.05,7.1,15000
SYMC,16-Oct-14,17.5,17.8,17.4,17.5,230100
SYNEX,16-Oct-14,3.02,3.04,2.98,2.98,985200
SYNTEC,16-Oct-14,2.42,2.44,2.36,2.36,21044800
TAE,16-Oct-14,4.44,4.44,4.36,4.36,2089700
TAKUNI,16-Oct-14,3.16,3.2,3.02,3.02,11625200
TAPAC,16-Oct-14,3.04,3.2,3.04,3.08,910000
TASCO,16-Oct-14,61.25,61.25,59.75,60,137300
TC,16-Oct-14,4.74,4.74,4.7,4.74,237200
TCAP,16-Oct-14,35,35.25,34.75,35,1932600
TCB,16-Oct-14,27.75,28,27.25,27.75,61000
TCC,16-Oct-14,2.04,2.04,1.95,2,12761200
TCCC,16-Oct-14,28.75,29,28.5,28.5,12400
TCJ,16-Oct-14,13.9,14.4,13.3,13.5,6009900
TCMC,16-Oct-14,2.58,2.64,2.56,2.58,3057500
TEAM,16-Oct-14,2.4,2.54,2.38,2.4,5859700
TF,16-Oct-14,180,180,180,180,200
TFD,16-Oct-14,6.05,6.05,5.9,5.9,4881100
TFI,16-Oct-14,1.66,1.67,1.6,1.62,2355800
TFUND,16-Oct-14,10.9,10.9,10.9,10.9,1312800
TGCI,16-Oct-14,3.34,3.34,3.28,3.28,542100
TGPRO,16-Oct-14,0.62,0.63,0.6,0.61,19631800
TGROWTH,16-Oct-14,10.6,10.7,10.6,10.7,1156900
TH,16-Oct-14,2.44,2.46,2.3,2.32,5365300
THAI,16-Oct-14,14.4,14.4,14.1,14.2,3395700
THANA,16-Oct-14,3.7,3.74,3.42,3.42,1478200
THANI,16-Oct-14,3.72,3.74,3.68,3.68,1294500
THCOM,16-Oct-14,38.75,38.75,38.25,38.25,1688000
THE,16-Oct-14,5.45,5.55,5.45,5.45,1062600
THIF,16-Oct-14,11.9,12.1,11.9,12.1,24400
THIP,16-Oct-14,144,144,140,140,12000
THRE,16-Oct-14,3.4,3.44,3.4,3.42,2550000
THREL,16-Oct-14,15.8,15.9,15.5,15.6,3189000
TIC,16-Oct-14,28,28,27.5,27.5,46400
TICON,16-Oct-14,18,18,17.8,17.8,2431500
TIES,16-Oct-14,1.06,1.11,0.97,0.99,105478100
TIF1,16-Oct-14,7.5,7.5,7.5,7.5,129300
TIP,16-Oct-14,39.25,39.75,39.25,39.5,49800
TIPCO,16-Oct-14,7.05,7.05,6.95,6.95,196500
TISCO,16-Oct-14,43.25,43.5,43,43.25,587500
TK,16-Oct-14,9.8,9.8,9.7,9.7,202400
TKS,16-Oct-14,10.3,10.3,10.1,10.2,342800
TKT,16-Oct-14,2.76,3.14,2.74,2.8,13807600
TLGF,16-Oct-14,13.6,13.7,13.5,13.6,353400
TLOGIS,16-Oct-14,12.1,12.2,12.1,12.2,15100
TLUXE,16-Oct-14,2.96,3.1,2.9,2.98,3290600
TMB,16-Oct-14,3.02,3.04,2.98,3,111866700
TMC,16-Oct-14,3.68,3.74,3.66,3.7,143600
TMD,16-Oct-14,17.9,18,17.9,18,6100
TMI,16-Oct-14,2.08,2.12,2.04,2.08,1421200
TMILL,16-Oct-14,3.5,3.6,3.5,3.6,56000
TMT,16-Oct-14,10.7,10.8,10.6,10.6,61800
TMW,16-Oct-14,28,28.25,27.75,28,28700
TNDT,16-Oct-14,19.5,19.7,19.1,19.1,227600
TNH,16-Oct-14,20,20,19.6,19.8,233900
TNITY,16-Oct-14,6.9,6.95,6.85,6.85,1101600
TNL,16-Oct-14,26,26.5,26,26.5,400
TNPC,16-Oct-14,10.6,11,10.5,11,8600
TNPF,16-Oct-14,9,9,9,9,100
TOG,16-Oct-14,6.05,6.05,5.95,5.95,378100
TOP,16-Oct-14,47,47.25,46,46,4900700
TPA,16-Oct-14,6.35,6.45,6.35,6.45,17600
TPAC,16-Oct-14,5.95,6,5.95,6,36400
TPC,16-Oct-14,29.25,29.25,29.25,29.25,600
TPIPL,16-Oct-14,19.7,20.2,19.5,19.7,94179700
TPOLY,16-Oct-14,4.12,4.18,3.5,3.9,9622700
TPP,16-Oct-14,20.1,20.8,19.9,20.1,522300
TR,16-Oct-14,31.5,31.75,31.5,31.75,37300
TRC,16-Oct-14,4,4.02,3.88,3.88,8031200
TRIF,16-Oct-14,14.3,14.3,14.3,14.3,18000
TRT,16-Oct-14,6.1,6.1,5.75,5.8,6877400
TRU,16-Oct-14,5.15,5.15,5,5,1011400
TRUBB,16-Oct-14,1.86,1.86,1.8,1.8,3440800
TRUE,16-Oct-14,11.4,11.5,11.2,11.2,115327000
TRUEIF,16-Oct-14,10.2,10.3,10.2,10.2,3653700
TSC,16-Oct-14,15.2,15.2,15.2,15.2,300
TSF,16-Oct-14,0.58,0.58,0.56,0.56,26626500
TSR,16-Oct-14,7.45,7.45,7.25,7.3,1305400
TSTE,16-Oct-14,14,14,14,14,100
TSTH,16-Oct-14,0.95,0.97,0.94,0.94,23448300
TTA,16-Oct-14,20.9,21,20.5,20.5,18065200
TTCL,16-Oct-14,29.25,29.25,28.5,28.75,1683000
TTL,16-Oct-14,137,137,136,136,2000
TTTM,16-Oct-14,120,120,120,120,200
TTW,16-Oct-14,12,12.2,11.8,11.9,6951500
TU-PF,16-Oct-14,2.98,2.98,2.98,2.98,2000
TUF,16-Oct-14,73,73.5,72.5,72.5,4135200
TVD,16-Oct-14,3.56,3.6,3.5,3.52,1043000
TVI,16-Oct-14,11.2,11.4,11.1,11.2,91100
TVO,16-Oct-14,22.2,22.5,22.1,22.2,396200
TWFP,16-Oct-14,31.25,31.25,31,31.25,2100
TWP,16-Oct-14,78.25,79.75,78.25,78.75,54900
TWS,16-Oct-14,34,34.25,33.75,34,52500
TWZ,16-Oct-14,0.52,0.52,0.5,0.51,65723500
TYCN,16-Oct-14,4.5,4.54,4.44,4.44,452700
UAC,16-Oct-14,8.5,8.5,8.3,8.4,578400
UBIS,16-Oct-14,5.35,5.45,5.3,5.45,5100
UEC,16-Oct-14,4.06,4.08,4.02,4.02,536700
UIC,16-Oct-14,4.66,4.68,4.5,4.5,322800
UKEM,16-Oct-14,1.58,1.63,1.57,1.57,5179000
UMI,16-Oct-14,7,7,6.85,6.85,1187300
UMS,16-Oct-14,6,6,6,6,6800
UNIQ,16-Oct-14,10.5,10.6,10.2,10.2,39354100
UOB8TF,16-Oct-14,8.8,8.8,8.7,8.7,9400
UOBKH,16-Oct-14,3.82,3.88,3.8,3.88,115200
UP,16-Oct-14,40,40,40,40,13900
UPF,16-Oct-14,51,51.75,51,51,1300
UPOIC,16-Oct-14,10.3,10.4,10.2,10.3,46800
URBNPF,16-Oct-14,3.56,3.56,3.56,3.56,300
UTP,16-Oct-14,4.68,4.68,4.6,4.66,1707700
UV,16-Oct-14,10.3,10.4,9.9,9.95,15257200
UVAN,16-Oct-14,10.4,10.4,10.3,10.4,5300
UWC,16-Oct-14,3.06,3.16,2.98,2.98,2757000
VARO,16-Oct-14,8.95,9,8.95,8.95,14100
VGI,16-Oct-14,13.3,13.4,13.1,13.2,6266600
VIBHA,16-Oct-14,15.6,15.7,15.5,15.5,862800
VIH,16-Oct-14,9.05,9.5,9.05,9.2,12904100
VNG,16-Oct-14,7.15,7.2,7,7,820900
VNT,16-Oct-14,10.6,10.7,10.5,10.5,53600
VTE,16-Oct-14,3.02,3.06,2.96,2.96,3825400
WACOAL,16-Oct-14,49.5,49.5,49.5,49.5,1100
WAT,16-Oct-14,0.04,0.05,0.04,0.05,213210500
WAVE,16-Oct-14,86.75,88,82.75,83,41500
WG,16-Oct-14,145,145,145,145,1300
WHA,16-Oct-14,40.25,40.5,39.25,40.25,1924400
WHAPF,16-Oct-14,10,10,9.95,9.95,512200
WIIK,16-Oct-14,2.44,2.48,2.32,2.34,3126000
WIN,16-Oct-14,1.14,1.21,1.12,1.14,73766400
WINNER,16-Oct-14,3.08,3.12,3.04,3.04,2954900
WORK,16-Oct-14,32.75,33,32.5,32.75,120500
XO,16-Oct-14,5.3,5.35,5.1,5.2,2115600
YUASA,16-Oct-14,7,7,7,7,14000
ZMICO,16-Oct-14,1.62,1.64,1.59,1.6,2807700
MGE,16-Oct-14,8.1,8.1,8.1,8.1,1500
AAV01C1501A,16-Oct-14,0.47,0.47,0.46,0.46,505000
AAV01P1501A,16-Oct-14,1,1,0.99,0.99,668800
AAV06C1506A,16-Oct-14,0.96,0.97,0.96,0.97,200000
ADVA01C1410A,16-Oct-14,0.26,0.26,0.24,0.24,10497800
ADVA01C1503A,16-Oct-14,0.66,0.67,0.65,0.65,1027800
ADVA01P1410A,16-Oct-14,0.92,0.92,0.91,0.91,3196700
ADVA01P1503A,16-Oct-14,0.96,0.97,0.96,0.96,11534200
ADVA06C1601A,16-Oct-14,1.04,1.04,1.01,1.02,216300
ADVA08C1502A,16-Oct-14,0.75,0.75,0.74,0.74,3000
ADVA13C1412A,16-Oct-14,0.52,0.52,0.51,0.51,587400
ADVA13C1504A,16-Oct-14,0.58,0.58,0.58,0.58,20054000
ADVA13P1504A,16-Oct-14,0.79,0.79,0.79,0.79,26000
ADVA23C1411A,16-Oct-14,0.61,0.62,0.61,0.62,1010900
ADVA23P1411A,16-Oct-14,0.3,0.3,0.3,0.3,23200
ADVA28C1501A,16-Oct-14,0.47,0.47,0.46,0.46,30500300
ADVA28CG,16-Oct-14,0.52,0.52,0.52,0.52,50000
ADVA28P1411A,16-Oct-14,0.58,0.58,0.57,0.58,8000000
ADVA42C1411A,16-Oct-14,0.28,0.29,0.26,0.26,4320100
AMAT01C1412A,16-Oct-14,0.29,0.29,0.28,0.28,110000
AOT01C1410A,16-Oct-14,1.26,1.3,1.15,1.16,6632800
AOT01C1503A,16-Oct-14,0.61,0.62,0.57,0.57,8379600
AOT01P1410A,16-Oct-14,0.48,0.55,0.46,0.55,6430700
AOT01P1503A,16-Oct-14,1.25,1.3,1.24,1.3,6764600
AOT06C1411A,16-Oct-14,0.87,0.87,0.81,0.81,438000
AOT06C1603A,16-Oct-14,2.22,2.22,2.16,2.16,200
AOT06P1505A,16-Oct-14,0.97,0.97,0.96,0.96,6000800
AOT07C1506A,16-Oct-14,0.81,0.81,0.81,0.81,13200
AOT11C1501A,16-Oct-14,0.65,0.65,0.62,0.62,34000
AOT11P1501A,16-Oct-14,0.98,1.03,0.98,1.03,250000
AOT13C1501A,16-Oct-14,0.7,0.7,0.64,0.64,10995400
AOT28C1501A,16-Oct-14,1.5,1.5,1.43,1.43,15200
AOT28P1411A,16-Oct-14,0.12,0.14,0.12,0.14,50000
AOT28P1503A,16-Oct-14,0.86,0.86,0.86,0.86,19000
AOT42P1502A,16-Oct-14,0.78,0.8,0.78,0.8,8200
AP01C1502A,16-Oct-14,0.38,0.38,0.38,0.38,795200
AP18C1502A,16-Oct-14,0.58,0.58,0.58,0.58,500
BANP01C1502A,16-Oct-14,0.24,0.25,0.23,0.23,5876400
BANP06C1601A,16-Oct-14,0.48,0.48,0.47,0.47,2369400
BANP08C1501A,16-Oct-14,0.41,0.41,0.41,0.41,38800
BANP08P1501A,16-Oct-14,0.46,0.46,0.46,0.46,1000
BANP13C1501A,16-Oct-14,0.1,0.1,0.1,0.1,6535000
BANP13C1502A,16-Oct-14,0.23,0.24,0.23,0.24,519800
BANP16C1506A,16-Oct-14,0.43,0.43,0.43,0.43,100000
BANP23C1411A,16-Oct-14,0.3,0.3,0.3,0.3,2003400
BANP27C1501A,16-Oct-14,0.23,0.23,0.23,0.23,1100
BANP28C1501A,16-Oct-14,0.21,0.21,0.21,0.21,100000
BAY23C1410A,16-Oct-14,0.96,0.96,0.96,0.96,103000
BBL06C1601A,16-Oct-14,1.68,1.68,1.65,1.65,2312100
BBL06P1504A,16-Oct-14,0.68,0.68,0.68,0.68,100
BBL08C1506A,16-Oct-14,0.56,0.57,0.54,0.54,110000
BBL11C1502A,16-Oct-14,0.46,0.46,0.44,0.44,487400
BBL13C1501A,16-Oct-14,0.71,0.71,0.65,0.66,1137500
BBL13P1411A,16-Oct-14,0.44,0.46,0.43,0.46,41176500
BBL13P1503A,16-Oct-14,1.75,1.77,1.74,1.77,15401200
BBL16C1505A,16-Oct-14,1.23,1.23,1.23,1.23,10000
BBL23C1501A,16-Oct-14,1.34,1.34,1.31,1.31,8162600
BBL23P1501A,16-Oct-14,0.43,0.43,0.43,0.43,300000
BBL42C1412A,16-Oct-14,0.32,0.33,0.31,0.31,2243100
BCH01C1503A,16-Oct-14,0.28,0.28,0.28,0.28,80000
BCH08C1504A,16-Oct-14,1.03,1.03,1.03,1.03,100
BCP01C1502A,16-Oct-14,0.35,0.35,0.34,0.34,499500
BCP01P1502A,16-Oct-14,0.57,0.58,0.57,0.57,671200
BCP06C1502A,16-Oct-14,0.55,0.55,0.55,0.55,50000
BCP23C1505A,16-Oct-14,0.49,0.49,0.49,0.49,150000
BEC01C1502A,16-Oct-14,0.47,0.49,0.47,0.47,250000
BEC01P1502A,16-Oct-14,1.07,1.07,1.06,1.06,4100
BGH01C1411A,16-Oct-14,0.55,0.57,0.55,0.55,889100
BGH01P1411A,16-Oct-14,0.45,0.46,0.44,0.46,1908400
BGH06CB,16-Oct-14,1.71,1.71,1.71,1.71,50000
BGH11C1411A,16-Oct-14,0.54,0.54,0.54,0.54,1000000
BGH16C1507A,16-Oct-14,0.68,0.68,0.68,0.68,1000000
BGH42C1411A,16-Oct-14,0.5,0.5,0.5,0.5,6000
BH01C1411A,16-Oct-14,0.71,0.71,0.69,0.69,500
BIGC01C1501A,16-Oct-14,0.66,0.66,0.66,0.66,261000
BJC01C1410A,16-Oct-14,0.18,0.19,0.18,0.18,494000
BJC01C1503A,16-Oct-14,0.55,0.56,0.55,0.55,532300
BJC01P1503A,16-Oct-14,1.1,1.1,1.1,1.1,172200
BJC06C1410A,16-Oct-14,0.65,0.66,0.65,0.66,2000
BJC28C1503A,16-Oct-14,0.38,0.39,0.38,0.39,300000
BLA01C1503A,16-Oct-14,0.58,0.58,0.55,0.55,20000
BLA06CA,16-Oct-14,1.68,1.68,1.68,1.68,80500
BLAN01C1411A,16-Oct-14,0.72,0.72,0.71,0.71,131300
BLAN01P1411A,16-Oct-14,0.35,0.37,0.35,0.37,170000
BLAN11C1412A,16-Oct-14,0.33,0.33,0.32,0.32,11200
BLAN13C1411A,16-Oct-14,0.19,0.19,0.16,0.16,43900
BLAN13C1501A,16-Oct-14,0.11,0.11,0.1,0.1,300000
BLAN13C1503A,16-Oct-14,0.68,0.68,0.68,0.68,2000100
BLAN23C1502A,16-Oct-14,0.12,0.12,0.11,0.11,1250000
BLAN28C1501A,16-Oct-14,0.14,0.14,0.13,0.13,7986000
BLAN42C1412A,16-Oct-14,0.22,0.22,0.21,0.21,480000
BMCL01C1412A,16-Oct-14,0.77,0.77,0.72,0.72,4977800
BMCL01P1412A,16-Oct-14,0.55,0.59,0.55,0.59,6240900
BMCL06C1507A,16-Oct-14,0.88,0.88,0.86,0.86,2300000
BMCL11C1412A,16-Oct-14,0.69,0.69,0.69,0.69,307000
BMCL13C1411A,16-Oct-14,0.74,0.74,0.69,0.69,206200
BMCL13C1501A,16-Oct-14,0.44,0.44,0.41,0.41,21743400
BMCL13C1502A,16-Oct-14,0.17,0.17,0.15,0.15,18270000
BMCL23C1502A,16-Oct-14,0.28,0.28,0.27,0.27,531000
BMCL28C1501B,16-Oct-14,0.43,0.43,0.39,0.39,44106000
BMCL28C1503A,16-Oct-14,0.18,0.18,0.17,0.17,1958000
BTS01C1501A,16-Oct-14,0.68,0.73,0.68,0.71,4145300
BTS01P1501A,16-Oct-14,0.44,0.44,0.41,0.41,448000
BTS06C1504A,16-Oct-14,0.9,0.91,0.9,0.91,639000
BTS13C1504A,16-Oct-14,0.29,0.29,0.29,0.29,800
BTS28C1502A,16-Oct-14,0.56,0.56,0.56,0.56,8000
BTS28C1503A,16-Oct-14,0.23,0.24,0.23,0.24,104000
BTS42C1412A,16-Oct-14,0.28,0.28,0.28,0.28,45000
CENT01C1502A,16-Oct-14,0.45,0.46,0.44,0.44,560200
CENT01P1502A,16-Oct-14,0.89,0.91,0.89,0.91,589400
CENT11C1504A,16-Oct-14,0.61,0.61,0.61,0.61,20000
CK01C1412A,16-Oct-14,0.99,1,0.96,0.96,6600800
CK01P1412A,16-Oct-14,0.66,0.68,0.65,0.67,1030900
CK06C1504A,16-Oct-14,1.69,1.72,1.67,1.67,900
CK08C1502A,16-Oct-14,1.86,1.88,1.86,1.88,1000000
CK13C1501A,16-Oct-14,0.29,0.3,0.28,0.28,515000
CK23C1502A,16-Oct-14,0.18,0.18,0.18,0.18,160000
CK28C1501A,16-Oct-14,1.07,1.07,1.07,1.07,200000
CK28C1503A,16-Oct-14,0.32,0.32,0.3,0.31,18100
CPAL01C1501A,16-Oct-14,0.33,0.34,0.33,0.34,842300
CPAL01P1501A,16-Oct-14,0.81,0.82,0.81,0.82,6000
CPAL06C1601A,16-Oct-14,0.75,0.77,0.75,0.77,4506500
CPAL08C1502A,16-Oct-14,0.77,0.79,0.77,0.79,5000
CPAL42C1501A,16-Oct-14,0.25,0.25,0.25,0.25,100000
CPF01C1502A,16-Oct-14,0.44,0.45,0.43,0.44,10386300
CPF01P1502A,16-Oct-14,0.44,0.46,0.44,0.45,3312600
CPF06CC,16-Oct-14,0.53,0.56,0.53,0.56,11480000
CPF11C1410A,16-Oct-14,0.45,0.45,0.45,0.45,2000000
CPF13C1410A,16-Oct-14,0.36,0.36,0.33,0.35,2901500
CPF16C1412A,16-Oct-14,0.49,0.49,0.49,0.49,50000
CPF27C1501A,16-Oct-14,0.47,0.47,0.47,0.47,13300
CPN01C1502A,16-Oct-14,0.41,0.42,0.41,0.41,704000
CPN01P1502A,16-Oct-14,0.94,0.97,0.94,0.97,102000
CPN06C1601A,16-Oct-14,0.85,0.85,0.84,0.84,18100
DELT01C1502A,16-Oct-14,0.53,0.55,0.51,0.51,521800
DELT01P1502A,16-Oct-14,1.38,1.42,1.38,1.42,120500
DELT23C1410A,16-Oct-14,0.71,0.72,0.68,0.68,2229200
DTAC01C1502A,16-Oct-14,0.48,0.48,0.46,0.46,1371200
DTAC01P1502A,16-Oct-14,1.14,1.15,1.14,1.15,1406600
DTAC06C1507A,16-Oct-14,0.58,0.58,0.57,0.57,52000
DTAC11C1412A,16-Oct-14,0.27,0.27,0.27,0.27,500000
DTAC13C1502A,16-Oct-14,0.46,0.46,0.46,0.46,100000
DTAC28C1503A,16-Oct-14,0.4,0.4,0.4,0.4,5000
EART01C1502A,16-Oct-14,0.31,0.31,0.3,0.3,33000
EART13C1501A,16-Oct-14,0.17,0.17,0.16,0.16,9845100
EART42C1502A,16-Oct-14,0.2,0.2,0.2,0.2,1500000
EGCO01C1410A,16-Oct-14,1.35,1.35,1.35,1.35,100
ENER08C1504A,16-Oct-14,1.22,1.22,1.16,1.16,800000
ESSO42C1501A,16-Oct-14,0.12,0.12,0.12,0.12,498000
GFPT01C1412A,16-Oct-14,1.23,1.23,1.19,1.21,1600
GLOB01C1501A,16-Oct-14,0.35,0.36,0.35,0.36,302100
GLOB01P1501A,16-Oct-14,0.67,0.67,0.67,0.67,600
GLOB28C1503A,16-Oct-14,0.29,0.29,0.28,0.28,2000000
HEMR01C1411A,16-Oct-14,0.91,0.93,0.88,0.89,2880100
HEMR01P1411A,16-Oct-14,0.38,0.39,0.37,0.37,465400
HEMR18C1501A,16-Oct-14,0.96,0.96,0.96,0.96,7200
HMPR01C1412A,16-Oct-14,0.53,0.53,0.52,0.52,3671000
HMPR11C1503A,16-Oct-14,0.28,0.28,0.28,0.28,350000
HMPR28C1501A,16-Oct-14,0.66,0.66,0.63,0.63,40000
HMPR28C1503A,16-Oct-14,0.19,0.19,0.19,0.19,105000
INTU01C1410A,16-Oct-14,0.26,0.27,0.25,0.25,5776100
INTU01C1503A,16-Oct-14,0.68,0.69,0.68,0.68,4340300
INTU01P1410A,16-Oct-14,1.02,1.03,1.01,1.03,297200
INTU01P1503A,16-Oct-14,1.14,1.14,1.14,1.14,600000
INTU06C1601A,16-Oct-14,1.05,1.06,1.04,1.04,135500
INTU11C1504A,16-Oct-14,0.85,0.85,0.85,0.85,2500
INTU13C1501A,16-Oct-14,0.75,0.75,0.75,0.75,12800
INTU28C1411A,16-Oct-14,0.19,0.19,0.19,0.19,200000
INTU28C1502A,16-Oct-14,0.67,0.67,0.67,0.67,1100
IRPC01C1410A,16-Oct-14,0.26,0.28,0.26,0.28,4618600
IRPC01C1503A,16-Oct-14,0.53,0.53,0.53,0.53,5700
IRPC01P1410A,16-Oct-14,0.68,0.68,0.68,0.68,29400
IRPC28C1503A,16-Oct-14,0.35,0.36,0.35,0.35,7600
ITD01C1412A,16-Oct-14,0.41,0.42,0.4,0.4,1519600
ITD01P1412A,16-Oct-14,0.51,0.52,0.51,0.52,930700
ITD06C1506A,16-Oct-14,1.42,1.42,1.42,1.42,500
ITD13C1412A,16-Oct-14,0.3,0.3,0.28,0.28,2586800
ITD27C1502A,16-Oct-14,0.45,0.45,0.43,0.43,32000
ITD28C1501A,16-Oct-14,0.3,0.3,0.29,0.29,160000
ITD42C1412A,16-Oct-14,0.29,0.29,0.28,0.28,485800
IVL01C1501A,16-Oct-14,0.26,0.26,0.22,0.22,13196200
IVL01P1501A,16-Oct-14,0.68,0.7,0.68,0.7,929800
IVL06C1601A,16-Oct-14,1.05,1.05,0.98,0.98,3344900
IVL06P1502A,16-Oct-14,0.89,0.89,0.89,0.89,10000
IVL07C1410A,16-Oct-14,0.23,0.23,0.16,0.16,1533500
IVL11C1410A,16-Oct-14,0.1,0.1,0.08,0.08,50200
IVL13C1411A,16-Oct-14,0.26,0.28,0.25,0.25,1032800
IVL13C1412A,16-Oct-14,0.13,0.13,0.12,0.12,3030000
IVL13C1503A,16-Oct-14,0.63,0.63,0.61,0.61,46900
IVL23C1410A,16-Oct-14,0.53,0.53,0.48,0.48,4000
IVL23P1410A,16-Oct-14,0.1,0.11,0.1,0.11,632200
IVL27C1503A,16-Oct-14,0.8,0.8,0.77,0.77,240000
IVL28C1503A,16-Oct-14,0.17,0.17,0.16,0.16,1200000
IVL42C1410A,16-Oct-14,0.33,0.33,0.33,0.33,40000
JAS01C1410A,16-Oct-14,0.05,0.05,0.05,0.05,21466600
JAS01C1503A,16-Oct-14,0.38,0.39,0.38,0.38,629200
JAS01P1410A,16-Oct-14,1.15,1.16,1.14,1.16,1369500
JAS01P1503A,16-Oct-14,1.04,1.04,1.04,1.04,105400
JAS06CA,16-Oct-14,0.57,0.58,0.57,0.58,1280000
JAS11C1503A,16-Oct-14,0.29,0.29,0.29,0.29,1000000
JAS13C1412A,16-Oct-14,0.15,0.15,0.14,0.15,540600
JAS13C1501A,16-Oct-14,0.25,0.27,0.25,0.27,210000
JAS16C1506A,16-Oct-14,0.44,0.44,0.44,0.44,50000
JAS23C1502A,16-Oct-14,0.3,0.3,0.3,0.3,48000
JAS27C1503A,16-Oct-14,0.24,0.25,0.24,0.25,30600
JAS28C1501A,16-Oct-14,0.1,0.1,0.1,0.1,1003000
JAS28CD,16-Oct-14,0.38,0.39,0.38,0.39,510000
KBAN01C1410A,16-Oct-14,1.28,1.35,1.28,1.32,4450500
KBAN01C1503A,16-Oct-14,0.57,0.59,0.57,0.58,5981300
KBAN01P1410A,16-Oct-14,0.27,0.27,0.24,0.25,5637100
KBAN01P1503A,16-Oct-14,1.02,1.02,0.99,1.01,4884000
KBAN06C1601A,16-Oct-14,2.22,2.22,2.22,2.22,20000
KBAN06P1503A,16-Oct-14,0.39,0.39,0.39,0.39,210000
KBAN13C1501A,16-Oct-14,0.55,0.56,0.54,0.54,4201400
KBAN13P1502A,16-Oct-14,0.63,0.63,0.62,0.62,410000
KBAN28C1501A,16-Oct-14,0.41,0.42,0.41,0.42,9239000
KBAN28P1501A,16-Oct-14,0.42,0.43,0.42,0.43,550200
KKP01P1501A,16-Oct-14,0.88,0.9,0.88,0.9,2905500
KKP23C1503A,16-Oct-14,0.44,0.44,0.44,0.44,50000
KTB01C1410A,16-Oct-14,0.86,0.86,0.81,0.81,4948200
KTB01C1503A,16-Oct-14,0.62,0.62,0.59,0.6,2256800
KTB01P1410A,16-Oct-14,0.07,0.08,0.07,0.08,2250000
KTB01P1503A,16-Oct-14,1.04,1.09,1.04,1.08,2181700
KTB06C1601A,16-Oct-14,1.22,1.22,1.2,1.2,25400
KTB23P1502A,16-Oct-14,0.29,0.29,0.29,0.29,50000
KTB42C1412A,16-Oct-14,0.52,0.52,0.52,0.52,10000
LH01C1412A,16-Oct-14,0.24,0.25,0.24,0.25,300100
LH11C1504A,16-Oct-14,0.27,0.27,0.27,0.27,30000
LH13C1503A,16-Oct-14,0.18,0.18,0.18,0.18,290000
LPN01C1501A,16-Oct-14,0.55,0.57,0.55,0.57,464800
LPN01P1501A,16-Oct-14,1.06,1.06,1.04,1.04,230400
M06C1507A,16-Oct-14,0.68,0.68,0.68,0.68,50000
M08C1503A,16-Oct-14,0.44,0.44,0.43,0.43,20000
MAJO06C1504A,16-Oct-14,1.25,1.26,1.23,1.23,1600000
MINT01C1502A,16-Oct-14,0.47,0.48,0.44,0.45,4234400
MINT06C1505A,16-Oct-14,0.68,0.68,0.63,0.63,203200
MINT11C1501A,16-Oct-14,0.44,0.44,0.41,0.41,638600
MINT28C1503A,16-Oct-14,0.43,0.43,0.4,0.4,110000
PS01C1501A,16-Oct-14,0.32,0.32,0.31,0.31,150000
PS01P1501A,16-Oct-14,1,1,1,1,5000
PTT01C1501A,16-Oct-14,0.93,0.97,0.87,0.9,32718600
PTT01P1501A,16-Oct-14,0.86,0.91,0.82,0.87,17869400
PTT03CB,16-Oct-14,1.07,1.07,1.07,1.07,100000
PTT06C1601A,16-Oct-14,1.68,1.72,1.67,1.7,16500
PTT06P1502A,16-Oct-14,0.56,0.56,0.51,0.55,182300
PTT08P1503A,16-Oct-14,0.69,0.71,0.65,0.65,166800
PTT11C1502A,16-Oct-14,1.04,1.04,0.99,0.99,950000
PTT11P1502A,16-Oct-14,0.93,0.98,0.9,0.92,1442900
PTT13C1501A,16-Oct-14,0.77,0.8,0.71,0.74,8084900
PTT13P1501A,16-Oct-14,0.53,0.58,0.52,0.56,5198700
PTT16C1505A,16-Oct-14,1.36,1.36,1.35,1.35,40000
PTT42C1411A,16-Oct-14,1.01,1.1,0.96,1.02,276000
PTTE01C1410A,16-Oct-14,0.24,0.25,0.22,0.22,23214800
PTTE01C1503A,16-Oct-14,0.57,0.59,0.55,0.55,11110300
PTTE01P1410A,16-Oct-14,1.06,1.08,1.02,1.08,13705600
