name,date,open,high,low,close,volumn
TIPCO,10-Oct-14,7.05,7.1,7,7.05,270000
TISCO,10-Oct-14,42.5,43,42.5,42.75,288500
TK,10-Oct-14,9.9,9.9,9.8,9.9,243500
TKS,10-Oct-14,10.5,10.5,10.2,10.2,761700
TKT,10-Oct-14,2.6,2.84,2.56,2.74,863800
TLGF,10-Oct-14,13.4,13.5,13.4,13.5,499500
TLOGIS,10-Oct-14,12.1,12.1,12.1,12.1,118500
TLUXE,10-Oct-14,2.84,2.9,2.76,2.82,1436800
TMB,10-Oct-14,2.92,2.96,2.92,2.94,64702000
TMC,10-Oct-14,3.74,3.76,3.66,3.68,224600
TMD,10-Oct-14,18.1,18.1,18.1,18.1,700
TMI,10-Oct-14,2.22,2.24,2.16,2.18,6709700
TMILL,10-Oct-14,3.46,3.52,3.46,3.52,52800
TMT,10-Oct-14,10.7,10.9,10.7,10.7,77800
TMW,10-Oct-14,28.25,28.25,28,28.25,20500
TNDT,10-Oct-14,20.2,20.9,20,20.5,684500
TNH,10-Oct-14,20.1,20.1,19.7,19.8,250900
TNITY,10-Oct-14,7,7.1,7,7.05,477500
TNL,10-Oct-14,26,27,26,26,400
TNPC,10-Oct-14,11.2,11.2,10.5,10.5,3700
TNPF,10-Oct-14,9,9,9,9,2000
TOG,10-Oct-14,5.85,6.05,5.85,6.05,379700
TOP,10-Oct-14,48.25,49,48,49,5481400
TOPP,10-Oct-14,133,133,133,133,700
TPA,10-Oct-14,6.4,6.5,6.3,6.45,73900
TPAC,10-Oct-14,5.95,6.1,5.9,5.95,111300
TPC,10-Oct-14,29.5,29.5,29.25,29.25,1800
TPIPL,10-Oct-14,18,18.3,18,18.2,4864700
TPOLY,10-Oct-14,3.58,3.84,3.56,3.84,11032200
TPP,10-Oct-14,19.5,19.7,19.3,19.7,79500
TR,10-Oct-14,31.5,32,31.5,32,6200
TRC,10-Oct-14,3.94,4,3.94,3.98,3001500
TRIF,10-Oct-14,14.3,14.3,14.3,14.3,100
TRT,10-Oct-14,6.15,6.3,6.15,6.2,3966500
TRU,10-Oct-14,5.05,5.35,5.05,5.15,439800
TRUBB,10-Oct-14,1.8,1.84,1.8,1.84,402800
TRUE,10-Oct-14,11.3,11.5,11.2,11.4,197642700
TRUEIF,10-Oct-14,10.3,10.3,10.2,10.3,7269700
TSC,10-Oct-14,15,15,15,15,200
TSF,10-Oct-14,0.55,0.59,0.55,0.56,90264400
TSI,10-Oct-14,7.9,8.05,7.9,7.95,117000
TSR,10-Oct-14,7.4,7.7,7.35,7.45,2332400
TSTE,10-Oct-14,13.9,13.9,13.3,13.4,21800
TSTH,10-Oct-14,0.88,0.96,0.88,0.92,31204200
TTA,10-Oct-14,21.4,21.5,21.1,21.1,22884700
TTCL,10-Oct-14,28.75,29,28.5,28.5,764600
TTL,10-Oct-14,140,141,140,140,1700
TTLPF,10-Oct-14,19.5,19.5,19.5,19.5,300
TTTM,10-Oct-14,123,123,123,123,100
TTW,10-Oct-14,12,12.2,11.9,12.2,2746500
TU-PF,10-Oct-14,2.98,2.98,2.98,2.98,500
TUF,10-Oct-14,72.5,74.25,72.25,73.5,8808100
TVD,10-Oct-14,3.62,3.66,3.58,3.6,1555600
TVI,10-Oct-14,11.4,11.6,11.2,11.3,81500
TVO,10-Oct-14,22.1,22.4,22.1,22.2,214000
TWFP,10-Oct-14,32.25,32.25,31.75,31.75,1600
TWP,10-Oct-14,79.5,79.5,78.5,79.25,39100
TWS,10-Oct-14,33.75,33.75,33.5,33.75,22900
TWZ,10-Oct-14,0.5,0.51,0.49,0.51,53865700
TYCN,10-Oct-14,4.3,4.52,4.28,4.52,616100
UAC,10-Oct-14,8.65,8.7,8.5,8.6,426800
UBIS,10-Oct-14,5.3,5.55,5.2,5.55,18100
UEC,10-Oct-14,4.02,4.06,4.02,4.06,536500
UIC,10-Oct-14,4.66,4.66,4.4,4.56,653600
UKEM,10-Oct-14,1.53,1.57,1.52,1.56,3789900
UMI,10-Oct-14,7.05,7.1,6.95,7.05,1046200
UMS,10-Oct-14,6,6.05,5.9,6.05,6000
UNIQ,10-Oct-14,11.2,11.8,11,11.5,23661800
UOB8TF,10-Oct-14,8.75,8.75,8.7,8.7,200
UOBKH,10-Oct-14,3.86,3.94,3.86,3.94,5700
UPF,10-Oct-14,52,52,52,52,1700
UPOIC,10-Oct-14,10.3,10.3,10.1,10.1,132800
UT,10-Oct-14,12.9,12.9,12.5,12.5,1000
UTP,10-Oct-14,4.68,4.72,4.68,4.7,588100
UV,10-Oct-14,9.85,10,9.7,9.9,9664600
UVAN,10-Oct-14,10.3,10.4,10.2,10.4,73600
UWC,10-Oct-14,2.8,2.84,2.78,2.84,279800
VGI,10-Oct-14,13.3,13.5,13.2,13.5,9164500
VIBHA,10-Oct-14,15.7,15.9,15.6,15.6,1969600
VIH,10-Oct-14,8.7,8.9,8.7,8.85,1001100
VNG,10-Oct-14,7.25,7.35,7.05,7.2,3320000
VNT,10-Oct-14,10.8,10.8,10.7,10.8,70700
VTE,10-Oct-14,2.84,2.84,2.78,2.8,2419700
WAT,10-Oct-14,0.05,0.05,0.04,0.05,189341500
WAVE,10-Oct-14,80,82.5,80,82.5,14000
WHA,10-Oct-14,40.5,40.75,39.75,40,1504900
WHAPF,10-Oct-14,10,10.1,10,10.1,216700
WIIK,10-Oct-14,2.38,2.44,2.38,2.44,846600
WIN,10-Oct-14,1.1,1.23,1.1,1.16,111871900
WINNER,10-Oct-14,3.08,3.14,3.08,3.1,1774400
WORK,10-Oct-14,34,34,33,33.75,284700
XO,10-Oct-14,4.88,4.94,4.86,4.9,460500
YUASA,10-Oct-14,7,7.05,7,7.05,10100
ZMICO,10-Oct-14,1.6,1.61,1.59,1.6,1547200
AAV01C1501A,10-Oct-14,0.45,0.46,0.45,0.46,871200
AAV01P1501A,10-Oct-14,1.04,1.04,1.04,1.04,1000
AAV06C1506A,10-Oct-14,0.95,0.95,0.95,0.95,5000
ADVA01C1410A,10-Oct-14,0.27,0.28,0.26,0.27,25086700
ADVA01C1503A,10-Oct-14,0.64,0.66,0.64,0.65,7233300
ADVA01P1410A,10-Oct-14,0.93,0.94,0.92,0.92,6273800
ADVA01P1503A,10-Oct-14,0.97,0.98,0.97,0.98,2631600
ADVA06C1601A,10-Oct-14,1.03,1.03,1.01,1.03,253200
ADVA08C1502A,10-Oct-14,0.75,0.75,0.74,0.74,227200
ADVA11C1502A,10-Oct-14,0.82,0.82,0.81,0.81,50000
ADVA11P1502A,10-Oct-14,0.7,0.7,0.69,0.69,200
ADVA13C1412A,10-Oct-14,0.53,0.53,0.52,0.52,8682100
ADVA13P1411A,10-Oct-14,0.61,0.62,0.61,0.61,783800
ADVA16C1412A,10-Oct-14,0.69,0.72,0.69,0.72,505100
ADVA28C1501A,10-Oct-14,0.47,0.48,0.47,0.47,9075000
ADVA28P1501A,10-Oct-14,0.34,0.34,0.32,0.33,1695200
ADVA42P1502A,10-Oct-14,0.62,0.62,0.62,0.62,100
AMAT01C1412A,10-Oct-14,0.32,0.32,0.32,0.32,31000
AOT01C1410A,10-Oct-14,1.21,1.23,1.14,1.14,7620700
AOT01C1503A,10-Oct-14,0.6,0.6,0.56,0.56,4975300
AOT01P1410A,10-Oct-14,0.58,0.65,0.58,0.62,4286600
AOT01P1503A,10-Oct-14,1.29,1.32,1.29,1.32,4251600
AOT06C1411A,10-Oct-14,0.84,0.85,0.81,0.82,434700
AOT06C1603A,10-Oct-14,2.16,2.16,2.14,2.14,700
AOT06P1505A,10-Oct-14,1.01,1.01,1,1,340000
AOT11C1501A,10-Oct-14,0.66,0.66,0.63,0.63,52000
AOT11P1501A,10-Oct-14,1.07,1.07,1.04,1.04,200000
AOT13C1501A,10-Oct-14,0.68,0.68,0.65,0.65,3797600
AOT23P1501A,10-Oct-14,0.46,0.48,0.45,0.48,2933200
AOT28C1503A,10-Oct-14,0.63,0.63,0.61,0.61,412000
AOT28P1411A,10-Oct-14,0.21,0.21,0.21,0.21,2400000
AOT42P1502A,10-Oct-14,0.83,0.83,0.83,0.83,6000
AP01C1502A,10-Oct-14,0.38,0.41,0.38,0.41,1180600
AP18C1502A,10-Oct-14,0.62,0.62,0.62,0.62,100
BANK08C1504A,10-Oct-14,1.27,1.3,1.27,1.3,4000
BANP01C1502A,10-Oct-14,0.26,0.27,0.26,0.27,3057200
BANP01P1502A,10-Oct-14,0.81,0.81,0.8,0.8,17000
BANP06C1601A,10-Oct-14,0.5,0.5,0.49,0.5,3542200
BANP11C1503A,10-Oct-14,0.26,0.26,0.26,0.26,290000
BANP11P1503A,10-Oct-14,0.96,0.96,0.96,0.96,30000
BANP13C1501A,10-Oct-14,0.13,0.13,0.12,0.13,73700
BANP13C1502A,10-Oct-14,0.27,0.27,0.27,0.27,7000000
BANP23C1411A,10-Oct-14,0.33,0.33,0.33,0.33,10000
BANP28C1501A,10-Oct-14,0.23,0.23,0.23,0.23,1476800
BANP42C1412A,10-Oct-14,0.19,0.19,0.19,0.19,400000
BAY23C1410A,10-Oct-14,1.93,1.93,1.93,1.93,100
BBL06C1601A,10-Oct-14,1.73,1.75,1.72,1.74,787500
BBL06P1504A,10-Oct-14,0.65,0.65,0.65,0.65,15100
BBL08C1506A,10-Oct-14,0.59,0.59,0.59,0.59,510000
BBL11C1502A,10-Oct-14,0.49,0.5,0.48,0.5,404800
BBL13C1501A,10-Oct-14,0.75,0.78,0.75,0.78,4131500
BBL13P1411A,10-Oct-14,0.44,0.44,0.44,0.44,5000
BBL18C1503A,10-Oct-14,0.61,0.61,0.61,0.61,1000
BBL23C1501A,10-Oct-14,1.42,1.42,1.42,1.42,5000
BBL28C1501A,10-Oct-14,0.98,0.98,0.98,0.98,384000
BBL28P1501A,10-Oct-14,0.88,0.88,0.88,0.88,2000
BBL42C1412A,10-Oct-14,0.37,0.38,0.37,0.38,2107300
BCH01C1503A,10-Oct-14,0.27,0.27,0.27,0.27,10000
BCH08C1504A,10-Oct-14,0.94,0.94,0.94,0.94,10000
BCP01C1502A,10-Oct-14,0.41,0.42,0.41,0.42,214800
BCP01P1502A,10-Oct-14,0.5,0.5,0.5,0.5,111000
BCP06C1502A,10-Oct-14,0.63,0.63,0.63,0.63,10000
BEC01C1502A,10-Oct-14,0.54,0.57,0.54,0.55,241700
BEC01P1502A,10-Oct-14,0.99,0.99,0.99,0.99,149400
BGH01C1411A,10-Oct-14,0.55,0.56,0.54,0.54,611200
BGH01P1411A,10-Oct-14,0.49,0.5,0.49,0.49,820900
BGH06CB,10-Oct-14,1.69,1.7,1.68,1.68,258200
BGH13C1502A,10-Oct-14,0.39,0.39,0.39,0.39,813600
BGH28C1503A,10-Oct-14,0.41,0.41,0.41,0.41,2000
BGH42C1411A,10-Oct-14,0.5,0.5,0.5,0.5,1000
BH01C1411A,10-Oct-14,0.71,0.73,0.71,0.72,319800
BIGC01C1501A,10-Oct-14,0.68,0.71,0.68,0.7,443400
BJC01C1410A,10-Oct-14,0.19,0.2,0.18,0.18,826900
BJC01C1503A,10-Oct-14,0.54,0.54,0.53,0.54,52000
BJC01P1410A,10-Oct-14,0.91,0.92,0.91,0.92,68700
BJC06C1507A,10-Oct-14,0.62,0.62,0.62,0.62,105000
BJC28C1503A,10-Oct-14,0.39,0.39,0.39,0.39,44200
BJC42C1501A,10-Oct-14,0.29,0.29,0.27,0.27,320000
BLA06CA,10-Oct-14,1.74,1.75,1.74,1.75,104000
BLA23C1501A,10-Oct-14,1.55,1.55,1.55,1.55,50000
BLAN01C1411A,10-Oct-14,0.76,0.78,0.76,0.77,645800
BLAN01P1411A,10-Oct-14,0.35,0.35,0.33,0.34,250000
BLAN08C1501A,10-Oct-14,0.89,0.89,0.89,0.89,1412200
BLAN13C1411A,10-Oct-14,0.24,0.24,0.23,0.23,1670700
BLAN13C1501A,10-Oct-14,0.13,0.13,0.13,0.13,49000
BLAN23C1502A,10-Oct-14,0.12,0.12,0.12,0.12,1300800
BLAN28C1501A,10-Oct-14,0.15,0.16,0.15,0.16,90100
BLAN42C1412A,10-Oct-14,0.24,0.24,0.24,0.24,640000
BMCL01C1412A,10-Oct-14,0.75,0.77,0.75,0.77,1283800
BMCL01P1412A,10-Oct-14,0.58,0.58,0.57,0.57,467000
BMCL06C1507A,10-Oct-14,0.88,0.88,0.88,0.88,400
BMCL11C1412A,10-Oct-14,0.69,0.69,0.69,0.69,90000
BMCL13C1501A,10-Oct-14,0.45,0.45,0.44,0.45,12950000
BMCL13C1502A,10-Oct-14,0.17,0.17,0.17,0.17,500000
BMCL28C1501B,10-Oct-14,0.44,0.44,0.43,0.44,1211200
BTS01C1501A,10-Oct-14,0.71,0.73,0.71,0.73,5681400
BTS01P1501A,10-Oct-14,0.43,0.44,0.42,0.42,6636400
BTS06C1504A,10-Oct-14,0.9,0.91,0.9,0.91,6600000
BTS11C1503A,10-Oct-14,0.83,0.83,0.83,0.83,30000
BTS13C1504A,10-Oct-14,0.29,0.29,0.29,0.29,1265200
BTS28C1502A,10-Oct-14,0.59,0.59,0.59,0.59,1064000
BTS28C1503A,10-Oct-14,0.23,0.24,0.23,0.23,14102100
BTS42C1412A,10-Oct-14,0.28,0.28,0.28,0.28,60000
CENT01C1502A,10-Oct-14,0.46,0.46,0.46,0.46,12000
CK01C1412A,10-Oct-14,0.97,1,0.97,0.98,1608100
CK01P1412A,10-Oct-14,0.72,0.72,0.7,0.7,416000
CK06C1504A,10-Oct-14,1.7,1.7,1.7,1.7,400
CK13C1501A,10-Oct-14,0.29,0.3,0.29,0.3,230100
CK23C1502A,10-Oct-14,0.18,0.18,0.18,0.18,654000
CK28C1501A,10-Oct-14,1.03,1.03,1.03,1.03,10000
CK28C1503A,10-Oct-14,0.31,0.32,0.31,0.32,2079100
CPAL01C1501A,10-Oct-14,0.33,0.35,0.33,0.34,1749400
CPAL01P1501A,10-Oct-14,0.84,0.84,0.84,0.84,104000
CPAL06C1601A,10-Oct-14,0.76,0.77,0.76,0.77,4501000
CPAL08C1502A,10-Oct-14,0.77,0.77,0.77,0.77,20000
CPF01C1502A,10-Oct-14,0.4,0.42,0.4,0.42,3756000
CPF01P1502A,10-Oct-14,0.5,0.51,0.5,0.5,819400
CPF06CC,10-Oct-14,0.5,0.52,0.5,0.52,7064900
CPF08P1503A,10-Oct-14,0.4,0.4,0.4,0.4,100000
CPN01C1502A,10-Oct-14,0.43,0.46,0.43,0.45,432100
CPN01P1502A,10-Oct-14,0.93,0.93,0.9,0.91,1598600
CPN06C1601A,10-Oct-14,0.86,0.9,0.86,0.89,105000
CPN13C1502A,10-Oct-14,0.41,0.41,0.41,0.41,100000
DELT01C1502A,10-Oct-14,0.63,0.63,0.55,0.57,425700
DELT01P1502A,10-Oct-14,1.35,1.41,1.35,1.41,202000
DELT27C1502A,10-Oct-14,0.67,0.67,0.65,0.65,40000
DTAC01C1502A,10-Oct-14,0.48,0.5,0.48,0.48,2962900
DTAC01P1502A,10-Oct-14,1.14,1.15,1.13,1.15,1956200
EART01P1503A,10-Oct-14,0.71,0.71,0.7,0.7,271600
EART13C1501A,10-Oct-14,0.19,0.21,0.19,0.19,360400
EART13C1503A,10-Oct-14,0.3,0.31,0.3,0.31,200000
EART42C1502A,10-Oct-14,0.22,0.23,0.22,0.23,2020000
EGCO01C1410A,10-Oct-14,1.42,1.42,1.37,1.37,50000
ENER08C1504A,10-Oct-14,1.44,1.44,1.41,1.41,406000
GFPT01C1412A,10-Oct-14,1.17,1.17,1.13,1.14,5005500
GFPT06C1504A,10-Oct-14,1.05,1.06,1.05,1.06,2000000
GLOB01C1501A,10-Oct-14,0.35,0.38,0.35,0.36,650800
GLOB28C1503A,10-Oct-14,0.27,0.28,0.27,0.28,902800
HEMR01C1411A,10-Oct-14,0.87,0.9,0.87,0.89,904000
HEMR01P1411A,10-Oct-14,0.41,0.42,0.41,0.42,356000
HEMR11C1504A,10-Oct-14,1.14,1.14,1.14,1.14,20000
HEMR18C1501A,10-Oct-14,0.95,0.95,0.94,0.94,3500
HMPR01C1412A,10-Oct-14,0.55,0.56,0.55,0.56,5682200
HMPR01P1412A,10-Oct-14,0.47,0.47,0.47,0.47,200000
HMPR28C1503A,10-Oct-14,0.2,0.2,0.2,0.2,300100
INTU01C1410A,10-Oct-14,0.3,0.31,0.29,0.29,7845900
INTU01C1503A,10-Oct-14,0.71,0.71,0.69,0.69,5216200
INTU01P1410A,10-Oct-14,1.01,1.03,1.01,1.02,1155200
INTU01P1503A,10-Oct-14,1.14,1.14,1.13,1.14,1141400
INTU06C1601A,10-Oct-14,1.06,1.07,1.06,1.07,1613800
INTU13C1501A,10-Oct-14,0.79,0.79,0.78,0.78,3190200
INTU28C1411A,10-Oct-14,0.23,0.24,0.23,0.23,11146000
IRPC01C1410A,10-Oct-14,0.28,0.28,0.28,0.28,471000
IRPC06C1504A,10-Oct-14,0.61,0.61,0.61,0.61,100
IRPC28C1503A,10-Oct-14,0.36,0.37,0.36,0.37,3800
ITD01C1412A,10-Oct-14,0.44,0.45,0.44,0.44,5353000
ITD01P1412A,10-Oct-14,0.5,0.51,0.5,0.5,3269000
ITD06C1506A,10-Oct-14,1.47,1.47,1.47,1.47,1000
ITD08C1504A,10-Oct-14,0.51,0.51,0.51,0.51,50000
ITD13C1412A,10-Oct-14,0.33,0.33,0.33,0.33,7131200
ITD28C1501A,10-Oct-14,0.31,0.32,0.31,0.32,20254500
ITD42C1412A,10-Oct-14,0.32,0.32,0.32,0.32,480000
IVL01C1501A,10-Oct-14,0.29,0.29,0.27,0.27,11499200
IVL01P1501A,10-Oct-14,0.63,0.64,0.63,0.64,1350000
IVL06C1601A,10-Oct-14,1.1,1.11,1.08,1.08,67300
IVL06P1502A,10-Oct-14,0.81,0.84,0.81,0.84,71200
IVL07C1410A,10-Oct-14,0.37,0.37,0.33,0.33,775500
IVL11C1410A,10-Oct-14,0.12,0.12,0.11,0.11,400
IVL13C1411A,10-Oct-14,0.39,0.39,0.36,0.37,1000000
IVL13C1412A,10-Oct-14,0.17,0.17,0.16,0.16,302400
IVL23P1410A,10-Oct-14,0.09,0.1,0.09,0.1,661000
IVL27C1503A,10-Oct-14,0.88,0.88,0.86,0.86,350000
IVL28C1501A,10-Oct-14,0.68,0.68,0.68,0.68,200000
IVL28C1503A,10-Oct-14,0.2,0.2,0.19,0.19,100000
JAS01C1410A,10-Oct-14,0.09,0.09,0.08,0.08,15566200
JAS01C1503A,10-Oct-14,0.41,0.42,0.4,0.41,5862100
JAS01P1410A,10-Oct-14,1.12,1.12,1.1,1.1,1929900
JAS06CA,10-Oct-14,0.59,0.6,0.59,0.6,1032100
JAS08C1411A,10-Oct-14,0.05,0.05,0.05,0.05,500000
JAS11C1503A,10-Oct-14,0.31,0.32,0.31,0.32,2000
JAS13C1412A,10-Oct-14,0.17,0.18,0.17,0.17,445100
JAS13C1501A,10-Oct-14,0.29,0.3,0.28,0.3,5303600
JAS16C1506A,10-Oct-14,0.46,0.46,0.45,0.45,60000
JAS27C1503A,10-Oct-14,0.26,0.26,0.26,0.26,110000
JAS28C1501A,10-Oct-14,0.11,0.12,0.11,0.11,2204300
JAS28CD,10-Oct-14,0.41,0.41,0.41,0.41,107000
KBAN01C1410A,10-Oct-14,1.39,1.45,1.38,1.41,4799100
KBAN01C1503A,10-Oct-14,0.62,0.63,0.62,0.62,7467000
KBAN01P1410A,10-Oct-14,0.29,0.29,0.27,0.27,7457800
KBAN01P1503A,10-Oct-14,0.97,0.98,0.96,0.97,652800
KBAN06C1601A,10-Oct-14,2.3,2.3,2.3,2.3,31200
KBAN06P1503A,10-Oct-14,0.37,0.37,0.37,0.37,272800
KBAN13C1501A,10-Oct-14,0.59,0.62,0.59,0.62,1490200
KBAN13P1502A,10-Oct-14,0.62,0.62,0.61,0.62,2437500
KBAN23P1501A,10-Oct-14,0.17,0.17,0.15,0.16,630000
KBAN28CE,10-Oct-14,0.95,0.95,0.94,0.94,1000000
KBAN28P1501A,10-Oct-14,0.41,0.41,0.41,0.41,1000
KBAN42P1502A,10-Oct-14,0.72,0.72,0.71,0.71,2460000
KKP01C1501A,10-Oct-14,0.34,0.34,0.34,0.34,171000
KTB01C1410A,10-Oct-14,0.81,0.85,0.81,0.84,1975200
KTB01C1503A,10-Oct-14,0.6,0.62,0.6,0.61,2368400
KTB01P1410A,10-Oct-14,0.1,0.1,0.09,0.09,1140600
KTB01P1503A,10-Oct-14,1.08,1.08,1.05,1.07,959200
KTB06C1601A,10-Oct-14,1.22,1.22,1.22,1.22,500500
KTB11C1411A,10-Oct-14,0.69,0.69,0.69,0.69,5100
KTB13C1502A,10-Oct-14,0.98,0.98,0.96,0.96,4176900
KTB23P1502A,10-Oct-14,0.31,0.31,0.29,0.29,760000
KTB42C1412A,10-Oct-14,0.55,0.55,0.54,0.54,485000
LH01P1412A,10-Oct-14,0.52,0.52,0.52,0.52,50000
LH13C1503A,10-Oct-14,0.19,0.2,0.19,0.2,1348400
LPN01C1501A,10-Oct-14,0.57,0.58,0.56,0.57,736900
LPN01P1501A,10-Oct-14,1.05,1.07,1.05,1.07,219800
M01C1412A,10-Oct-14,0.57,0.57,0.57,0.57,60000
M08C1503A,10-Oct-14,0.5,0.5,0.49,0.49,80000
MINT01C1502A,10-Oct-14,0.54,0.57,0.54,0.57,3383800
MINT06C1505A,10-Oct-14,0.72,0.76,0.72,0.76,12800
MINT11C1501A,10-Oct-14,0.53,0.55,0.53,0.55,100100
MINT27C1501A,10-Oct-14,0.83,0.88,0.83,0.88,10800
PS01C1501A,10-Oct-14,0.37,0.37,0.36,0.36,793200
PS01P1501A,10-Oct-14,0.94,0.96,0.93,0.96,1005000
PS28C1502A,10-Oct-14,0.33,0.34,0.33,0.34,20000
PSL42C1502A,10-Oct-14,0.16,0.16,0.15,0.15,400000
PTT01C1501A,10-Oct-14,1.17,1.17,1.1,1.11,20494300
PTT01P1501A,10-Oct-14,0.7,0.74,0.69,0.73,25439300
PTT06C1601A,10-Oct-14,1.91,1.91,1.88,1.88,900
PTT06P1502A,10-Oct-14,0.42,0.45,0.42,0.45,12500
PTT11C1502A,10-Oct-14,1.3,1.3,1.25,1.25,372000
PTT11P1502A,10-Oct-14,0.78,0.79,0.77,0.79,700000
PTT13C1501A,10-Oct-14,1.04,1.05,0.97,0.97,18655200
PTT13P1501A,10-Oct-14,0.41,0.44,0.4,0.44,1261300
PTT23C1603A,10-Oct-14,1.8,1.8,1.74,1.74,165700
PTT23P1501A,10-Oct-14,0.3,0.32,0.3,0.32,436800
PTT28C1501A,10-Oct-14,1.03,1.03,1.01,1.01,500000
PTTE01C1410A,10-Oct-14,0.34,0.37,0.34,0.36,14587500
PTTE01C1503A,10-Oct-14,0.66,0.67,0.65,0.67,423000
PTTE01P1410A,10-Oct-14,0.92,0.94,0.91,0.91,2708800
PTTE06C1502A,10-Oct-14,0.8,0.8,0.78,0.78,1531400
PTTE08C1501A,10-Oct-14,0.51,0.52,0.51,0.52,555000
PTTE13C1412A,10-Oct-14,0.56,0.58,0.56,0.57,561600
PTTE16C1411A,10-Oct-14,0.17,0.17,0.17,0.17,300000
PTTE27C1505A,10-Oct-14,0.72,0.72,0.71,0.71,22400
PTTE28C1501A,10-Oct-14,0.5,0.52,0.49,0.5,1231000
PTTG01C1411A,10-Oct-14,0.2,0.25,0.2,0.25,14962100
PTTG01P1411A,10-Oct-14,1.31,1.31,1.2,1.2,700200
PTTG06C1502A,10-Oct-14,0.41,0.47,0.41,0.46,4082700
PTTG08C1501A,10-Oct-14,0.26,0.26,0.25,0.26,100400
PTTG13C1501A,10-Oct-14,0.23,0.24,0.23,0.24,129800
PTTG13P1502A,10-Oct-14,1.47,1.47,1.39,1.39,6200
PTTG16C1506A,10-Oct-14,0.57,0.57,0.57,0.57,10200
PTTG28C1501A,10-Oct-14,0.23,0.27,0.23,0.27,2300
QH01C1411A,10-Oct-14,0.76,0.8,0.75,0.77,6836900
QH01P1411A,10-Oct-14,0.41,0.42,0.4,0.42,204000
QH28C1501A,10-Oct-14,0.76,0.76,0.76,0.76,1000000
RATC27C1505A,10-Oct-14,0.68,0.68,0.68,0.68,30000
ROBI27C1501A,10-Oct-14,0.47,0.47,0.47,0.47,1000
S5001C1411A,10-Oct-14,0.8,0.84,0.8,0.82,28812800
S5001C1412A,10-Oct-14,1.24,1.28,1.24,1.26,13189900
S5001C1502A,10-Oct-14,1.27,1.3,1.27,1.29,2228400
S5001P1411A,10-Oct-14,1.15,1.15,1.11,1.12,20628700
S5001P1412A,10-Oct-14,1.29,1.3,1.25,1.26,12489000
S5001P1502A,10-Oct-14,1.93,1.94,1.9,1.91,976900
S5006C1412A,10-Oct-14,0.77,0.77,0.76,0.76,70000
S5006P1412A,10-Oct-14,0.44,0.45,0.43,0.43,2262200
S5013C1412A,10-Oct-14,0.93,0.94,0.92,0.93,520000
S5013P1412A,10-Oct-14,0.91,0.94,0.9,0.91,1993700
S5028C1412B,10-Oct-14,0.73,0.74,0.71,0.73,1431000
S5028P1412A,10-Oct-14,0.77,0.77,0.76,0.77,37395000
SAMA01C1501A,10-Oct-14,1.69,1.92,1.69,1.8,5929500
SAMA01P1501A,10-Oct-14,0.35,0.35,0.29,0.31,4971600
SAMA11C1504A,10-Oct-14,1.78,1.99,1.78,1.99,595000
SAMA13C1503A,10-Oct-14,0.6,0.68,0.59,0.66,9348500
SAMA28C1503A,10-Oct-14,0.56,0.59,0.56,0.59,1755300
SAMA42C1412A,10-Oct-14,2.36,2.36,2.26,2.26,56000
SCB01C1410A,10-Oct-14,0.79,0.81,0.79,0.8,2017500
SCB01C1503A,10-Oct-14,0.82,0.84,0.82,0.84,182400
SCB01P1410A,10-Oct-14,0.5,0.51,0.5,0.5,1003400
SCB06C1502A,10-Oct-14,1.5,1.51,1.49,1.51,29000
SCB06P1503A,10-Oct-14,0.52,0.52,0.52,0.52,502000
SCB11C1501A,10-Oct-14,0.8,0.8,0.79,0.79,2423200
SCB13C1503A,10-Oct-14,0.8,0.82,0.8,0.81,3155600
SCB13P1411A,10-Oct-14,0.44,0.44,0.44,0.44,20000
SCB18C1502A,10-Oct-14,0.71,0.71,0.71,0.71,100
SCB28C1501A,10-Oct-14,1.01,1.01,1.01,1.01,10000
SCC01C1411A,10-Oct-14,0.55,0.56,0.55,0.55,376000
SCC01P1411A,10-Oct-14,0.77,0.79,0.77,0.77,54100
SCC06C1502A,10-Oct-14,1.54,1.55,1.54,1.55,52900
SCC11C1503A,10-Oct-14,0.49,0.49,0.49,0.49,10000
SCC23C1410A,10-Oct-14,0.03,0.03,0.02,0.02,900000
SCC42C1501A,10-Oct-14,0.32,0.32,0.32,0.32,3000
SET06C1506A,10-Oct-14,2.18,2.18,2.18,2.18,20100
SET06C1506B,10-Oct-14,1.71,1.71,1.71,1.71,100
SET06C1506C,10-Oct-14,1.3,1.32,1.3,1.32,29500
SET06P1412A,10-Oct-14,0.47,0.47,0.46,0.47,375000
SET06P1506A,10-Oct-14,0.57,0.57,0.56,0.56,51000
SET06P1506C,10-Oct-14,1.03,1.03,1.01,1.01,62500
SIRI01C1412A,10-Oct-14,0.37,0.45,0.37,0.45,3903500
SIRI01P1412A,10-Oct-14,0.32,0.32,0.24,0.24,5552000
SIRI06C1506A,10-Oct-14,1.1,1.2,1.1,1.2,60000
SIRI28C1502A,10-Oct-14,0.23,0.31,0.23,0.29,8275100
SPAL01C1502A,10-Oct-14,0.29,0.32,0.29,0.32,3262400
SPAL01P1502A,10-Oct-14,0.6,0.6,0.6,0.6,30000
SPCG01C1412A,10-Oct-14,0.27,0.27,0.27,0.27,113000
SPCG27C1501A,10-Oct-14,0.35,0.35,0.35,0.35,20000
STA13C1502A,10-Oct-14,0.22,0.22,0.22,0.22,110000
